RepRapFirmware height map file v2 generated at 2021-04-11 15:25, min error -0.087, max error 0.093, mean 0.000, deviation 0.038
xmin,xmax,ymin,ymax,radius,xspacing,yspacing,xnum,ynum
10.00,290.00,20.00,180.00,-1.00,40.00,40.00,8,5
 -0.051,  0.005,  0.076,  0.043,  0.043,  0.048,  0.062,  0.093
 -0.087, -0.027,  0.001,  0.004,  0.018,  0.005,  0.025,  0.023
 -0.083, -0.030,  0.011,  0.026,  0.012,  0.004,  0.006, -0.026
 -0.048, -0.011,  0.023,  0.014,  0.031, -0.035, -0.030, -0.037
 -0.011,  0.007,  0.014,  0.006, -0.009, -0.027, -0.046, -0.031
