RepRapFirmware height map file v2 generated at 2021-01-08 10:48, min error -0.109, max error 0.176, mean 0.038, deviation 0.079
xmin,xmax,ymin,ymax,radius,xspacing,yspacing,xnum,ynum
10.00,290.00,20.00,180.00,-1.00,40.00,40.00,8,5
  0.158,  0.176,  0.161,  0.143,  0.111,  0.064,  0.035,  0.023
  0.112,  0.131,  0.123,  0.096,  0.056,  0.013, -0.023, -0.045
  0.074,  0.100,  0.085,  0.059,  0.014, -0.031, -0.065, -0.097
  0.068,  0.089,  0.072,  0.036, -0.006, -0.056, -0.086, -0.109
  0.080,  0.091,  0.071,  0.036, -0.013, -0.058, -0.086, -0.096
