RepRapFirmware height map file v2 generated at 2021-03-16 10:52, min error -0.434, max error 0.349, mean 0.024, deviation 0.174
xmin,xmax,ymin,ymax,radius,xspacing,yspacing,xnum,ynum
10.00,290.00,20.00,180.00,-1.00,40.00,40.00,8,5
 -0.434, -0.283, -0.146, -0.076,  0.036,  0.127,  0.228,  0.349
 -0.352, -0.192, -0.094, -0.018,  0.069,  0.117,  0.196,  0.279
 -0.278, -0.170, -0.056, -0.007,  0.047,  0.117,  0.169,  0.228
 -0.157, -0.066,  0.009,  0.054,  0.084,  0.104,  0.133,  0.206
 -0.063, -0.001,  0.076,  0.094,  0.121,  0.151,  0.161,  0.201
