RepRapFirmware height map file v2 generated at 2021-02-06 12:24, min error -0.056, max error 0.112, mean 0.008, deviation 0.039
xmin,xmax,ymin,ymax,radius,xspacing,yspacing,xnum,ynum
10.00,290.00,20.00,180.00,-1.00,40.00,40.00,8,5
  0.009,  0.036,  0.036,  0.022,  0.004, -0.001, -0.003,  0.018
  0.017,  0.043,  0.011, -0.013, -0.017, -0.029, -0.032, -0.021
  0.024,  0.038,  0.017,  0.000, -0.026, -0.026, -0.043, -0.046
  0.070,  0.058,  0.047,  0.016, -0.003, -0.034, -0.047, -0.056
  0.112,  0.105,  0.071,  0.029, -0.007, -0.031, -0.030, -0.007
